S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,t,Exercise,ExerciseMode
"(-8913.0, -8347.0]","(-14063.5, -12871.0]","(-17825.25, -16948.3]","(-12809.0, -11681.4]","(-10416.25, -8912.7]","(-27426.7, -27158.6]","(-7021.4, -5340.6]","(15258.3, 16850.0]","(29923.9, 32767.0]","(-1798.55, 249.4]","(-21384.6, -18897.4]","(-26086.95, -23961.9]","(-25799.8, -24733.4]","(-19030.25, -17102.3]","(-9632.5, -8587.25]","(-32689.2, -32688.8]","(-10018.35, -8809.3]","(-7843.4, -6354.8]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-20469.3, -19157.6]","(-4607.6, -2843.8]","(-23083.25, -21921.9]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",1.98,7,0
"(-8913.0, -8347.0]","(-14063.5, -12871.0]","(-17825.25, -16948.3]","(-12809.0, -11681.4]","(-11919.8, -10416.25]","(-27426.7, -27158.6]","(-7021.4, -5340.6]","(16850.0, 18441.7]","(29923.9, 32767.0]","(-1798.55, 249.4]","(-21384.6, -18897.4]","(-26086.95, -23961.9]","(-25799.8, -24733.4]","(-19030.25, -17102.3]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-11227.4, -10018.35]","(-9332.0, -7843.4]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-20469.3, -19157.6]","(-4607.6, -2843.8]","(-23083.25, -21921.9]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.01,7,0
"(-8913.0, -8347.0]","(-14063.5, -12871.0]","(-18702.2, -17825.25]","(-12809.0, -11681.4]","(-11919.8, -10416.25]","(-27426.7, -27158.6]","(-7021.4, -5340.6]","(15258.3, 16850.0]","(29923.9, 32767.0]","(-1798.55, 249.4]","(-21384.6, -18897.4]","(-26086.95, -23961.9]","(-25799.8, -24733.4]","(-19030.25, -17102.3]","(-9632.5, -8587.25]","(-32690.4, -32690.0]","(-11227.4, -10018.35]","(-9332.0, -7843.4]","(-9181.4, -7289.0]","(-28669.6, -28393.5]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-20469.3, -19157.6]","(-2843.8, -1080.0]","(-23083.25, -21921.9]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.04,7,0
"(-8913.0, -8347.0]","(-14063.5, -12871.0]","(-17825.25, -16948.3]","(-12809.0, -11681.4]","(-11919.8, -10416.25]","(-27426.7, -27158.6]","(-7021.4, -5340.6]","(15258.3, 16850.0]","(29923.9, 32767.0]","(-3846.5, -1798.55]","(-21384.6, -18897.4]","(-26086.95, -23961.9]","(-25799.8, -24733.4]","(-17102.3, -15174.35]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-12436.45, -11227.4]","(-9332.0, -7843.4]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-20469.3, -19157.6]","(-2843.8, -1080.0]","(-23083.25, -21921.9]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.07,7,0
"(-8913.0, -8347.0]","(-14063.5, -12871.0]","(-18702.2, -17825.25]","(-12809.0, -11681.4]","(-11919.8, -10416.25]","(-27158.6, -26890.5]","(-7021.4, -5340.6]","(15258.3, 16850.0]","(29923.9, 32767.0]","(-3846.5, -1798.55]","(-21384.6, -18897.4]","(-26086.95, -23961.9]","(-26866.2, -25799.8]","(-17102.3, -15174.35]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-12436.45, -11227.4]","(-9332.0, -7843.4]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-20469.3, -19157.6]","(-2843.8, -1080.0]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.1,7,0
"(-8913.0, -8347.0]","(-14063.5, -12871.0]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-11919.8, -10416.25]","(-27426.7, -27158.6]","(-7021.4, -5340.6]","(16850.0, 18441.7]","(29923.9, 32767.0]","(-3846.5, -1798.55]","(-18897.4, -16410.2]","(-26086.95, -23961.9]","(-25799.8, -24733.4]","(-17102.3, -15174.35]","(-9632.5, -8587.25]","(-32690.4, -32690.0]","(-12436.45, -11227.4]","(-9332.0, -7843.4]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-2843.8, -1080.0]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.13,7,0
"(-8913.0, -8347.0]","(-14063.5, -12871.0]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-11919.8, -10416.25]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(16850.0, 18441.7]","(29923.9, 32767.0]","(-3846.5, -1798.55]","(-18897.4, -16410.2]","(-26086.95, -23961.9]","(-25799.8, -24733.4]","(-17102.3, -15174.35]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-13645.5, -12436.45]","(-9332.0, -7843.4]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.16,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-11919.8, -10416.25]","(-27158.6, -26890.5]","(-8702.2, -7021.4]","(16850.0, 18441.7]","(29923.9, 32767.0]","(-1798.55, 249.4]","(-18897.4, -16410.2]","(-26086.95, -23961.9]","(-25799.8, -24733.4]","(-17102.3, -15174.35]","(-8587.25, -7542.0]","(-32689.2, -32688.8]","(-13645.5, -12436.45]","(-9332.0, -7843.4]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.19,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-11919.8, -10416.25]","(-27158.6, -26890.5]","(-8702.2, -7021.4]","(16850.0, 18441.7]","(29923.9, 32767.0]","(-1798.55, 249.4]","(-18897.4, -16410.2]","(-26086.95, -23961.9]","(-25799.8, -24733.4]","(-15174.35, -13246.4]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-13645.5, -12436.45]","(-9332.0, -7843.4]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.2199999999999998,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-11919.8, -10416.25]","(-27158.6, -26890.5]","(-8702.2, -7021.4]","(20033.4, 21625.1]","(29923.9, 32767.0]","(249.4, 2297.35]","(-18897.4, -16410.2]","(-23961.9, -21836.85]","(-24733.4, -23667.0]","(-13246.4, -11318.45]","(-11723.0, -10677.75]","(-32690.4, -32690.0]","(-13645.5, -12436.45]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.25,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-11919.8, -10416.25]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(20033.4, 21625.1]","(29923.9, 32767.0]","(249.4, 2297.35]","(-16410.2, -13923.0]","(-23961.9, -21836.85]","(-24733.4, -23667.0]","(-13246.4, -11318.45]","(-13813.5, -12768.25]","(-32690.4, -32690.0]","(-13645.5, -12436.45]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-20469.3, -19157.6]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.28,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-11919.8, -10416.25]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(18441.7, 20033.4]","(29923.9, 32767.0]","(-1798.55, 249.4]","(-18897.4, -16410.2]","(-23961.9, -21836.85]","(-24733.4, -23667.0]","(-13246.4, -11318.45]","(-9632.5, -8587.25]","(-32690.4, -32690.0]","(-14854.55, -13645.5]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-20469.3, -19157.6]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.31,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-11919.8, -10416.25]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(16850.0, 18441.7]","(29923.9, 32767.0]","(-3846.5, -1798.55]","(-18897.4, -16410.2]","(-23961.9, -21836.85]","(-24733.4, -23667.0]","(-13246.4, -11318.45]","(-8587.25, -7542.0]","(-32689.2, -32688.8]","(-14854.55, -13645.5]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-20469.3, -19157.6]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.34,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-11919.8, -10416.25]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(20033.4, 21625.1]","(29923.9, 32767.0]","(-1798.55, 249.4]","(-16410.2, -13923.0]","(-23961.9, -21836.85]","(-23667.0, -22600.6]","(-11318.45, -9390.5]","(-17994.5, -16949.25]","(-32690.4, -32690.0]","(-14854.55, -13645.5]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-20469.3, -19157.6]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.37,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-11919.8, -10416.25]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(18441.7, 20033.4]","(29923.9, 32767.0]","(-3846.5, -1798.55]","(-16410.2, -13923.0]","(-23961.9, -21836.85]","(-23667.0, -22600.6]","(-13246.4, -11318.45]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-14854.55, -13645.5]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.4,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-11919.8, -10416.25]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(18441.7, 20033.4]","(29923.9, 32767.0]","(-3846.5, -1798.55]","(-16410.2, -13923.0]","(-23961.9, -21836.85]","(-23667.0, -22600.6]","(-11318.45, -9390.5]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-14854.55, -13645.5]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.4299999999999997,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-11919.8, -10416.25]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(18441.7, 20033.4]","(29923.9, 32767.0]","(-3846.5, -1798.55]","(-16410.2, -13923.0]","(-23961.9, -21836.85]","(-23667.0, -22600.6]","(-11318.45, -9390.5]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-14854.55, -13645.5]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-20469.3, -19157.6]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.46,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(18441.7, 20033.4]","(27080.8, 29923.9]","(-3846.5, -1798.55]","(-16410.2, -13923.0]","(-23961.9, -21836.85]","(-23667.0, -22600.6]","(-11318.45, -9390.5]","(-8587.25, -7542.0]","(-32689.2, -32688.8]","(-14854.55, -13645.5]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-20469.3, -19157.6]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.4899999999999998,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(18441.7, 20033.4]","(24237.7, 27080.8]","(-3846.5, -1798.55]","(-16410.2, -13923.0]","(-21836.85, -19711.8]","(-22600.6, -21534.2]","(-11318.45, -9390.5]","(-8587.25, -7542.0]","(-32691.2, -32690.8]","(-14854.55, -13645.5]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16061.95, -15220.8]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.52,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(18441.7, 20033.4]","(21394.6, 24237.7]","(-3846.5, -1798.55]","(-13923.0, -11435.8]","(-21836.85, -19711.8]","(-22600.6, -21534.2]","(-9390.5, -7462.55]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-14854.55, -13645.5]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16903.1, -16061.95]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.55,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(18441.7, 20033.4]","(21394.6, 24237.7]","(-3846.5, -1798.55]","(-13923.0, -11435.8]","(-21836.85, -19711.8]","(-22600.6, -21534.2]","(-9390.5, -7462.55]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-16063.6, -14854.55]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16903.1, -16061.95]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.58,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(18441.7, 20033.4]","(18551.5, 21394.6]","(-1798.55, 249.4]","(-13923.0, -11435.8]","(-21836.85, -19711.8]","(-22600.6, -21534.2]","(-9390.5, -7462.55]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-16063.6, -14854.55]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16903.1, -16061.95]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.61,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(18441.7, 20033.4]","(18551.5, 21394.6]","(-1798.55, 249.4]","(-13923.0, -11435.8]","(-21836.85, -19711.8]","(-21534.2, -20467.8]","(-9390.5, -7462.55]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-16063.6, -14854.55]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-16042.5, -15333.2]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16903.1, -16061.95]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.6399999999999997,7,0
"(-8913.0, -8347.0]","(-12871.0, -11678.5]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(18441.7, 20033.4]","(15708.4, 18551.5]","(-1798.55, 249.4]","(-13923.0, -11435.8]","(-21836.85, -19711.8]","(-21534.2, -20467.8]","(-7462.55, -5534.6]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-16063.6, -14854.55]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16903.1, -16061.95]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.67,7,0
"(-8913.0, -8347.0]","(-14063.5, -12871.0]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(18441.7, 20033.4]","(15708.4, 18551.5]","(-1798.55, 249.4]","(-13923.0, -11435.8]","(-19711.8, -17586.75]","(-21534.2, -20467.8]","(-7462.55, -5534.6]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-16063.6, -14854.55]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16903.1, -16061.95]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.6999999999999997,7,0
"(-8913.0, -8347.0]","(-14063.5, -12871.0]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(18441.7, 20033.4]","(12865.3, 15708.4]","(-1798.55, 249.4]","(-13923.0, -11435.8]","(-19711.8, -17586.75]","(-21534.2, -20467.8]","(-7462.55, -5534.6]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-16063.6, -14854.55]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16903.1, -16061.95]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.73,7,0
"(-8913.0, -8347.0]","(-14063.5, -12871.0]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(16850.0, 18441.7]","(12865.3, 15708.4]","(-1798.55, 249.4]","(-11435.8, -8948.6]","(-19711.8, -17586.75]","(-21534.2, -20467.8]","(-7462.55, -5534.6]","(-8587.25, -7542.0]","(-32690.4, -32690.0]","(-16063.6, -14854.55]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16903.1, -16061.95]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.76,7,0
"(-8913.0, -8347.0]","(-14063.5, -12871.0]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(16850.0, 18441.7]","(10022.2, 12865.3]","(-1798.55, 249.4]","(-11435.8, -8948.6]","(-19711.8, -17586.75]","(-21534.2, -20467.8]","(-7462.55, -5534.6]","(-7542.0, -6496.75]","(-32690.4, -32690.0]","(-16063.6, -14854.55]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16903.1, -16061.95]","(-19627.0, -18541.0]","(12137.8, 13388.6]",2.79,7,0
"(-8913.0, -8347.0]","(-14063.5, -12871.0]","(-18702.2, -17825.25]","(-13936.6, -12809.0]","(-13423.35, -11919.8]","(-27426.7, -27158.6]","(-8702.2, -7021.4]","(16850.0, 18441.7]","(10022.2, 12865.3]","(249.4, 2297.35]","(-11435.8, -8948.6]","(-19711.8, -17586.75]","(-20467.8, -19401.4]","(-5534.6, -3606.65]","(-7542.0, -6496.75]","(-32691.2, -32690.8]","(-16063.6, -14854.55]","(-10820.6, -9332.0]","(-9181.4, -7289.0]","(-28945.7, -28669.6]","(-15333.2, -14623.9]","(31832.3, 32767.0]","(-7262.55, -6927.2]","(-19157.6, -17845.9]","(-1080.0, 683.8]","(-21921.9, -20760.55]","(-16903.1, -16061.95]","(-19627.0, -18541.0]","(13388.6, 14639.4]",2.82,7,0
